ID,Protein half life
YOR389W,
YOR390W,327.3
YOR391C,
YOR392W,
YOR393W,
YOR394C-A,
YOR394W,
YOR396C-A,
YOR396W,83.8
YPL001W,662.0
YPL002C,486.6
YPL003W,
YPL004C,347.5
YPL005W,
YPL006W,365.9
YPL007C,531.1
YPL008W,297.7
YPL009C,526.8
YPL010W,
YPL011C,347.5
YPL012W,587.6
YPL013C,420.0
YPL014W,
YPL015C,517.9
YPL016W,418.9
YPL017C,
YPL018W,
YPL019C,692.9
YPL020C,384.1
YPL021W,
YPL022W,
YPL023C,414.8
YPL024W,
YPL025C,
YPL026C,
YPL027W,
YPL028W,718.7
YPL029W,381.9
YPL030W,736.4
YPL031C,594.9
YPL032C,569.6
YPL033C,
YPL034W,
YPL035C,
YPL036W,328.1
YPL037C,659.9
YPL038W,181.8
YPL038W-A,
YPL039W,
YPL040C,563.1
YPL041C,
YPL042C,
YPL043W,359.9
YPL044C,
YPL045W,723.0
YPL046C,269.0
YPL047W,
YPL048W,605.5
YPL049C,416.3
YPL050C,537.3
YPL051W,488.2
YPL052W,
YPL053C,138.6
YPL054W,
YPL055C,
YPL056C,
YPL057C,
YPL058C,722.4
YPL059W,433.7
YPL060C-A,
YPL060W,
YPL061W,237.9
YPL062W,
YPL063W,576.3
YPL064C,635.7
YPL065W,1035.2
YPL066W,
YPL067C,
YPL068C,
YPL069C,404.0
YPL070W,733.4
YPL071C,
YPL072W,816.1
YPL073C,
YPL074W,495.4
YPL075W,594.5
YPL076W,
YPL077C,
YPL078C,360.3
YPL079W,595.5
YPL080C,
YPL081W,
YPL082C,397.7
YPL083C,498.7
YPL084W,580.1
YPL085W,643.9
YPL086C,773.3
YPL087W,
YPL088W,
YPL089C,
YPL090C,513.6
YPL091W,507.3
YPL092W,2989.3
YPL093W,334.3
YPL094C,591.1
YPL095C,
YPL096C-A,
YPL096W,345.1
YPL097W,
YPL098C,503.4
YPL099C,584.6
YPL100W,
YPL101W,519.0
YPL102C,
YPL103C,365.3
YPL104W,388.9
YPL105C,515.5
YPL106C,777.2
YPL107W,
YPL108W,495.5
YPL109C,
YPL110C,441.5
YPL111W,586.4
YPL112C,427.4
YPL113C,769.1
YPL114W,
YPL115C,578.0
YPL116W,686.4
YPL117C,634.1
YPL118W,322.9
YPL119C,802.3
YPL119C-A,
YPL120W,551.3
YPL121C,
YPL122C,
YPL123C,1003.2
YPL124W,
YPL125W,751.0
YPL126W,478.0
YPL127C,212.6
YPL128C,501.1
YPL129W,632.6
YPL130W,
YPL131W,644.9
YPL132W,531.0
YPL133C,319.3
YPL134C,567.4
YPL135C-A,
YPL135W,48.8
YPL136W,
YPL137C,360.6
YPL138C,487.3
YPL139C,
YPL140C,235.1
YPL141C,444.0
YPL142C,
YPL143W,579.5
YPL144W,783.3
YPL145C,644.7
YPL146C,566.1
YPL147W,
YPL148C,
YPL149W,
YPL150W,
YPL151C,468.8
YPL152W,546.6
YPL152W-A,
YPL153C,466.6
YPL154C,479.0
YPL155C,
YPL156C,
YPL157W,
YPL158C,
YPL159C,
YPL160W,641.2
YPL161C,571.0
YPL162C,
YPL163C,
YPL164C,
YPL165C,
YPL166W,
YPL167C,
YPL168W,317.0
YPL169C,566.1
YPL170W,404.2
YPL171C,
YPL172C,
YPL173W,382.3
YPL174C,
YPL175W,
YPL176C,72.5
YPL177C,
YPL178W,522.9
YPL179W,
YPL180W,424.6
YPL181W,177.9
YPL182C,
YPL183C,531.5
YPL183WA,
YPL183W-A,
YPL184C,734.9
YPL185W,
YPL186C,291.5
YPL187W,13.9
YPL188W,566.3
YPL189C-A,
YPL189W,
YPL190C,304.4
YPL191C,334.4
YPL192C,
YPL193W,178.8
YPL194W,218.9
YPL195W,491.5
YPL196W,482.0
YPL197C,
YPL198W,458.2
YPL199C,474.1
YPL200W,
YPL201C,
YPL202C,
YPL203W,
YPL204W,398.9
YPL205C,
YPL206C,525.8
YPL207W,276.8
YPL208W,956.2
YPL209C,
YPL210C,563.6
YPL211W,720.7
YPL212C,553.2
YPL213W,
YPL214C,
YPL215W,413.7
YPL216W,
YPL217C,520.8
YPL218W,538.6
YPL219W,459.3
YPL220W,607.6
YPL221W,207.1
YPL222C-A,
YPL222W,681.7
YPL223C,
YPL224C,
YPL225W,665.9
YPL226W,541.9
YPL227C,626.7
YPL228W,435.5
YPL229W,
YPL230W,
YPL231W,709.1
YPL232W,387.0
YPL233W,597.0
YPL234C,
YPL235W,630.6
YPL236C,
YPL237W,576.5
YPL238C,
YPL239W,646.5
YPL240C,3898.6
YPL241C,572.6
YPL242C,1180.4
YPL243W,596.5
YPL244C,
YPL245W,551.0
YPL246C,520.1
YPL247C,635.6
YPL248C,
YPL249C,675.4
YPL249CA,
YPL249C-A,583.0
YPL250C,
YPL250W-A,
YPL251W,
YPL252C,668.2
YPL253C,56.1
YPL254W,403.6
YPL255W,718.3
YPL256C,
YPL257W,
YPL257W-A,
YPL257W-B,
YPL258C,1436.2
YPL259C,535.3
YPL260W,661.1
YPL261C,
YPL262W,561.4
YPL263C,943.4
YPL264C,
YPL265W,156.7
YPL266W,495.6
YPL267W,
YPL268W,
YPL269W,
YPL270W,387.5
YPL271W,373.9
YPL272C,
YPL273W,902.9
YPL274W,234.8
YPL275W,
YPL276W,
YPL277C,
YPL278C,
YPL279C,327.3
YPL280W,
YPL281C,
YPL282C,
YPL283C,83.8
YPL283W-A,
YPL283W-B,
YPR001W,703.5
YPR002C-A,
YPR002W,
YPR003C,
YPR004C,548.6
YPR005C,
YPR006C,
YPR007C,
YPR008W,465.2
YPR009W,
YPR010C,336.7
YPR010C-A,
YPR011C,249.7
YPR012W,
YPR013C,
YPR014C,
YPR015C,
YPR016C,646.9
YPR016W-A,
YPR017C,480.7
YPR018W,341.0
YPR019W,603.9
YPR020W,413.5
YPR021C,392.0
YPR022C,
YPR023C,394.0
YPR024W,
YPR025C,677.7
YPR026W,
YPR027C,
YPR028W,574.1
YPR029C,654.3
YPR030W,
YPR031W,
YPR032W,422.3
YPR033C,436.5
YPR034W,606.2
YPR035W,402.2
YPR036W,676.9
YPR036W-A,
YPR037C,362.5
YPR038W,
YPR039W,
YPR040W,719.4
YPR041W,656.7
YPR042C,
YPR043W,64.7
YPR044C,
YPR045C,317.2
YPR046W,
YPR047W,410.1
YPR048W,422.8
YPR049C,
YPR050C,
YPR051W,291.0
YPR052C,526.4
YPR053C,
YPR054W,
YPR055W,587.1
YPR056W,480.6
YPR057W,422.9
YPR058W,563.4
YPR059C,
YPR060C,758.7
YPR061C,
YPR062W,434.0
YPR063C,624.6
YPR064W,
YPR065W,29.6
YPR066W,
YPR067W,466.4
YPR068C,
YPR069C,738.7
YPR070W,
YPR071W,
YPR072W,483.8
YPR073C,721.8
YPR074C,809.2
YPR074W-A,
YPR075C,120.8
YPR076W,
YPR077C,
YPR078C,
YPR079W,224.0
YPR080W,598.9
YPR081C,
YPR082C,
YPR083W,439.8
YPR084W,
YPR085C,985.6
YPR086W,427.9
YPR087W,
YPR088C,421.7
YPR089W,570.2
YPR090W,
YPR091C,579.6
YPR092W,
YPR093C,462.7
YPR094W,346.1
YPR095C,230.5
YPR096C,
YPR097W,634.1
YPR098C,415.3
YPR099C,
YPR100W,
YPR101W,443.4
YPR102C,619.3
YPR103W,637.4
YPR104C,272.1
YPR105C,742.7
YPR106W,
YPR107C,433.6
YPR108W,700.7
YPR108W-A,
YPR109W,
YPR110C,574.0
YPR111W,551.3
YPR112C,369.8
YPR113W,494.1
YPR114W,598.5
YPR115W,427.1
YPR116W,349.4
YPR117W,
YPR118W,577.3
YPR119W,31.0
YPR120C,
YPR121W,
YPR122W,
YPR123C,
YPR124W,
YPR125W,553.9
YPR126C,
YPR127W,703.7
YPR128C,459.0
YPR129W,575.9
YPR130C,
YPR131C,704.6
YPR132W,615.3
YPR133C,518.8
YPR133WA,
YPR133W-A,565.8
YPR134W,
YPR135W,577.5
YPR136C,
YPR137C-B,
YPR137W,557.0
YPR138C,
YPR139C,786.9
YPR140W,315.4
YPR141C,281.0
YPR142C,
YPR143W,509.7
YPR144C,675.8
YPR145C-A,
YPR145W,1145.7
YPR146C,
YPR147C,717.2
YPR148C,638.8
YPR149W,
YPR150W,
YPR151C,
YPR152C,547.2
YPR153W,
YPR154W,376.9
YPR155C,83.5
YPR156C,425.6
YPR157W,
YPR158C-C,
YPR158C-D,
YPR158W,
YPR158W-A,
YPR158W-B,
YPR159C-A,
YPR159W,166.5
YPR160C-A,
YPR160W,485.1
YPR160W-A,
YPR161C,485.0
YPR162C,480.4
YPR163C,579.9
YPR164W,
YPR165W,1070.4
YPR166C,289.1
YPR167C,
YPR168W,519.0
YPR169W,605.0
YPR169W-A,862.3
YPR170C,
YPR170W-A,
YPR170W-B,862.3
YPR171W,372.6
YPR172W,713.4
YPR173C,419.9
YPR174C,1257.4
YPR175W,676.3
YPR176C,1370.6
YPR177C,
YPR178W,694.2
YPR179C,525.7
YPR180W,494.5
YPR181C,650.6
YPR182W,604.2
YPR183W,882.8
YPR184W,
YPR185W,817.0
YPR186C,441.5
YPR187W,351.7
YPR188C,199.7
YPR189W,570.1
YPR190C,608.3
YPR191W,630.4
YPR192W,
YPR193C,
YPR194C,
YPR195C,
YPR196W,
YPR197C,
YPR198W,
YPR199C,
YPR200C,
YPR201W,
YPR202W,83.8
YPR203W,83.8
YPR204C-A,
YPR204W,83.8
