Gene	HL_IB	HL_MS	PP
YIR016W	NA	NA	0.8824
YIR017C	NA	574.9	0.4822
YIR017W-A	NA	NA	NA
YIR018C-A	NA	NA	NA
YIR018W	NA	NA	0.4109
YIR019C	NA	NA	0.202
YIR020C	NA	NA	0.6045
YIR020C-B	NA	NA	NA
YIR020W-A	NA	NA	NA
YIR021W	48.0	NA	0.7833
YIR021W-A	NA	NA	NA
YIR022W	22.0	534.8	NA
YIR023C-A	NA	NA	NA
YIR023W	NA	NA	0.9947
YIR024C	413.0	489.6	0.5732
YIR025W	NA	NA	0.6779
YIR026C	40.0	508.5	0.9009
YIR027C	NA	NA	0.5924
YIR028W	NA	NA	0.2019
YIR029W	NA	NA	0.5806
YIR030C	NA	NA	0.8322
YIR030W-A	NA	NA	NA
YIR031C	NA	NA	0.7322
YIR032C	NA	NA	0.5436
YIR033W	31.0	122.1	0.8206
YIR034C	NA	1417.6	0.5709
YIR035C	NA	713.6	0.3536
YIR036C	54.0	645.1	0.7467
YIR036W-A	NA	NA	NA
YIR037W	44.0	607.1	0.6877
YIR038C	66.0	415.9	0.4957
YIR039C	NA	NA	0.5912
YIR040C	NA	NA	NA
YIR041W	NA	NA	NA
YIR042C	NA	NA	0.4009
YJL001W	36.0	508.6	NA
YJL002C	85.0	454.9	NA
YJL003W	2.0	NA	0.7837
YJL004C	57.0	NA	0.5351
YJL005W	75.0	568.1	NA
YJL006C	28.0	341.0	1.999
YJL007C	NA	NA	0.9765
YJL008C	NA	628.2	NA
YJL009W	NA	NA	NA
YJL010C	NA	522.4	NA
YJL011C	319.0	681.8	NA
YJL012C	NA	651.2	NA
YJL013C	30.0	NA	0.6433
YJL014W	NA	628.2	NA
YJL015C	NA	NA	NA
YJL016W	31.0	203.2	NA
YJL019W	NA	410.1	NA
YJL020C	NA	608.5	NA
YJL020W-A	NA	NA	NA
YJL022W	NA	NA	0.364
YJL023C	67.0	NA	1.174
YJL024C	2108.0	NA	0.681
YJL025W	15.0	NA	NA
YJL026C-A	NA	NA	NA
YJL026W	NA	464.9	NA
YJL027C	NA	NA	0.3803
YJL028W	NA	NA	0.6871
YJL029C	NA	488.0	1.459
YJL030W	24.0	404.0	0.6504
YJL031C	NA	685.7	NA
YJL032W	NA	NA	NA
YJL033W	38.0	429.7	NA
YJL034W	124.0	1620.7	NA
YJL035C	14.0	NA	NA
YJL036W	201.0	400.5	0.5125
YJL037W	NA	NA	0.7812
YJL038C	NA	NA	0.6184
YJL039C	194.0	466.0	NA
YJL041W	13.0	544.5	NA
YJL042W	125.0	560.4	0.1137
YJL043W	NA	NA	0.5025
YJL044C	43.0	447.8	0.756
YJL045W	NA	NA	0.2723
YJL046W	NA	535.8	0.6545
YJL047C	7.0	361.1	1.392
YJL047C-A	NA	NA	NA
YJL048C	38.0	NA	1.169
YJL049W	66.0	507.6	0.4751
YJL050W	47.0	491.0	NA
YJL051W	NA	NA	0.3483
YJL052C-A	NA	NA	NA
YJL052W	85.0	NA	0.5008
YJL053W	NA	716.2	0.9186
YJL054W	NA	490.0	NA
YJL055W	32.0	1022.7	0.5298
YJL056C	163.0	NA	0.8235
YJL057C	21.0	310.7	0.4296
YJL058C	28.0	NA	0.5432
YJL059W	NA	NA	0.8727
YJL060W	32.0	741.9	1.036
YJL061W	81.0	521.7	NA
YJL062W	29.0	372.7	0.9847
YJL062W-A	120.0	377.1	NA
YJL063C	105.0	339.1	0.3831
YJL064W	NA	NA	0.6795
YJL065C	29.0	632.5	0.5407
YJL066C	NA	1611.5	0.8035
YJL067W	NA	NA	0.8509
YJL068C	243.0	804.9	0.8748
YJL069C	60.0	547.1	NA
YJL070C	63.0	NA	0.499
YJL071W	8.0	396.4	0.9864
YJL072C	NA	NA	NA
YJL073W	21.0	484.1	0.5281
YJL074C	217.0	551.0	NA
YJL075C	NA	NA	0.3174
YJL076W	43.0	708.4	NA
YJL077C	NA	NA	0.5359
YJL077W-A	NA	NA	NA
YJL077W-B	NA	NA	NA
YJL078C	NA	NA	0.6361
YJL079C	NA	NA	0.6263
YJL080C	183.0	723.7	3.964
YJL081C	86.0	427.2	NA
YJL082W	103.0	473.2	0.3079
YJL083W	23.0	NA	0.645
YJL084C	3.0	451.4	0.3567
YJL085W	12.0	643.6	NA
YJL086C	NA	NA	NA
YJL087C	21.0	558.4	NA
YJL088W	49.0	NA	0.6139
YJL089W	20.0	NA	0.6158
YJL090C	19.0	NA	NA
YJL091C	NA	NA	NA
YJL092W	42.0	327.7	0.8847
YJL093C	NA	NA	0.5095
YJL094C	19.0	97.1	0.4584
YJL095W	NA	617.6	0.8328
YJL096W	NA	NA	0.365
YJL097W	NA	422.6	NA
YJL098W	60.0	262.6	0.5179
YJL099W	18.0	291.5	0.9139
YJL100W	NA	NA	0.7451
YJL101C	2.0	497.9	1.024
YJL102W	40.0	822.4	0.7351
YJL103C	NA	NA	0.7383
YJL104W	2275.0	NA	NA
YJL105W	NA	NA	0.4922
YJL106W	NA	NA	0.3774
YJL107C	100.0	NA	0.4568
YJL108C	NA	NA	0.4505
YJL109C	12.0	517.2	NA
YJL110C	23.0	136.8	0.447
YJL111W	NA	645.8	NA
YJL112W	25.0	440.4	0.1261
YJL115W	123.0	661.4	1.466
YJL116C	NA	NA	0.4482
YJL117W	NA	547.6	0.502
YJL118W	30.0	NA	0.8164
YJL119C	NA	NA	0.5656
YJL120W	NA	NA	0.7579
YJL121C	1797.0	654.4	0.4881
YJL122W	56.0	327.7	0.5581
YJL123C	57.0	506.8	1.627
YJL124C	76.0	999.1	0.3172
YJL125C	905.0	557.9	NA
YJL126W	NA	439.0	0.6929
YJL127C	22.0	NA	2.532
YJL127C-B	NA	NA	NA
YJL127W-A	NA	NA	NA
YJL128C	36.0	581.3	0.7978
YJL129C	NA	NA	0.6997
YJL130C	22.0	470.8	0.6945
YJL131C	50.0	458.7	0.4317
YJL132W	NA	NA	0.5817
YJL133C-A	NA	25.0	NA
YJL133W	37.0	NA	0.4757
YJL134W	12.0	567.7	0.3066
YJL135W	NA	NA	0.8283
YJL136C	136.0	NA	0.2219
YJL136W-A	NA	NA	NA
YJL137C	6.0	NA	0.9457
YJL138C	NA	NA	0.4344
YJL139C	15.0	364.2	0.6142
YJL140W	NA	600.5	1.903
YJL141C	NA	297.5	0.6553
YJL142C	NA	NA	0.5028
YJL143W	91.0	NA	NA
YJL144W	15.0	NA	0.4648
YJL145W	331.0	691.2	0.4525
YJL146W	NA	543.4	0.7486
YJL147C	52.0	194.6	0.335
YJL148W	NA	607.7	0.5463
YJL149W	3.0	NA	0.8792
YJL150W	NA	NA	0.636
YJL151C	73.0	NA	0.6437
YJL152W	NA	NA	0.7064
YJL153C	38.0	1470.3	0.5143
YJL154C	320.0	575.5	0.6693
YJL155C	41.0	604.2	0.2401
YJL156C	NA	62.7	NA
YJL156W-A	NA	NA	NA
YJL157C	10.0	32.1	0.6981
YJL158C	11.0	84.5	0.9047
YJL159W	8.0	NA	0.7184
YJL160C	NA	NA	0.3906
YJL161W	93.0	NA	0.8162
YJL162C	20.0	NA	0.4127
YJL163C	NA	NA	0.5838
YJL164C	NA	549.6	0.9601
YJL165C	NA	536.8	0.5753
YJL166W	7.0	254.6	0.9315
YJL167W	13.0	648.8	NA
YJL168C	2.0	326.2	0.5177
YJL169W	NA	NA	0.8864
YJL170C	NA	NA	0.5051
YJL171C	22.0	1793.7	0.2244
YJL172W	9.0	461.3	0.5191
YJL173C	3196.0	485.9	NA
YJL174W	NA	255.3	NA
YJL175W	NA	NA	0.6055
YJL176C	72.0	473.4	0.7581
YJL177W	21.0	606.1	0.346
YJL178C	44.0	504.6	0.5411
YJL179W	NA	537.3	0.4478
YJL180C	178.0	386.4	0.783
YJL181W	NA	NA	0.2619
YJL182C	NA	NA	0.7309
YJL183W	8.0	529.3	0.7659
YJL184W	NA	470.0	1.646
YJL185C	NA	NA	0.4745
YJL186W	13.0	293.4	0.8764
YJL187C	88.0	NA	0.4249
YJL188C	NA	NA	0.7023
YJL189W	NA	NA	0.9519
YJL190C	78.0	NA	0.7092
YJL191W	NA	NA	1.051
YJL192C	348.0	473.1	0.6937
YJL193W	NA	NA	0.9902
YJL194W	NA	NA	NA
YJL195C	NA	NA	NA
YJL196C	17.0	NA	0.3137
YJL197C-A	NA	NA	NA
YJL197W	NA	620.4	0.5482
YJL198W	NA	148.4	0.9348
YJL199C	NA	NA	0.6628
YJL200C	34.0	521.6	0.5439
YJL201W	78.0	441.4	0.6813
YJL202C	NA	NA	NA
YJL203W	NA	624.5	NA
YJL204C	NA	566.2	2.169
YJL205C	NA	335.4	NA
YJL206C	NA	NA	0.7907
YJL207C	25.0	627.6	0.7372
YJL208C	40.0	610.3	0.5317
YJL209W	43.0	NA	0.6496
YJL210W	NA	345.6	0.6612
YJL211C	NA	NA	0.5623
YJL212C	2.0	NA	0.876
YJL213W	26.0	NA	0.4996
YJL214W	NA	NA	0.3175
YJL215C	NA	NA	0.6495
YJL216C	NA	NA	0.4396
YJL217W	99.0	658.7	0.3441
YJL218W	NA	327.8	0.8955
YJL219W	NA	NA	NA
YJL220W	NA	NA	NA
YJL221C	NA	NA	NA
YJL222W	NA	NA	NA
YJL222W-A	NA	NA	NA
YJL222W-B	NA	NA	NA
YJL223C	NA	NA	NA
YJL225C	NA	NA	NA
YJL225W-A	NA	NA	NA
YJR001W	25.0	NA	0.3962
YJR002W	NA	418.7	NA
YJR003C	59.0	488.5	0.4284
YJR004C	NA	171.9	0.6537
YJR005C-A	NA	NA	NA
YJR005W	34.0	662.4	0.4934
YJR006W	43.0	576.4	NA
YJR007W	42.0	582.9	NA
YJR008W	19.0	NA	0.3494
YJR009C	NA	NA	0.5528
YJR010C-A	135.0	453.6	0.7317
YJR010W	44.0	NA	0.9779
YJR011C	68.0	379.4	0.7693
YJR012C	419.0	NA	NA
YJR013W	38.0	NA	NA
YJR014W	NA	564.4	0.9446
YJR015W	13.0	33.7	0.4255
YJR016C	45.0	702.3	NA
YJR017C	NA	589.9	NA
YJR018W	NA	NA	1.586
YJR019C	NA	567.8	0.7489
YJR020W	NA	NA	0.6011
YJR021C	NA	NA	0.7334
YJR022W	NA	NA	NA
YJR023C	NA	NA	NA
YJR024C	14.0	445.2	0.3618
YJR025C	185.0	1122.0	1.054
YJR030C	NA	NA	0.6232
YJR031C	NA	497.7	0.6012
YJR032W	41.0	616.9	0.8262
YJR033C	NA	575.2	0.9925
YJR034W	NA	347.3	0.5454
YJR035W	NA	NA	0.6159
YJR036C	NA	NA	0.6959
YJR037W	NA	NA	0.6136
YJR038C	NA	NA	0.6268
YJR039W	NA	NA	0.7595
YJR040W	NA	786.4	0.8033
YJR041C	32.0	495.6	NA
YJR042W	173.0	471.5	NA
YJR043C	76.0	319.2	1.121
YJR044C	NA	NA	0.9182
YJR045C	NA	729.2	NA
YJR046W	15.0	821.6	NA
YJR047C	12.0	4664.9	0.6123
YJR048W	61.0	395.5	1.059
YJR049C	16.0	520.1	1.532
YJR050W	17.0	NA	0.7281
YJR051W	18.0	479.4	0.309
YJR052W	37.0	497.5	0.8578
YJR053W	38.0	508.4	0.9538
YJR054W	NA	467.7	1.718
YJR055W	82.0	499.6	1.74
YJR056C	2.0	NA	0.7405
YJR057W	NA	639.1	NA
YJR058C	145.0	NA	0.2968
YJR059W	50.0	507.2	0.5824
YJR060W	38.0	518.4	1.014
YJR061W	NA	NA	0.3773
YJR062C	55.0	412.1	0.7062
YJR063W	90.0	440.8	1.525
YJR064W	NA	580.1	NA
YJR065C	NA	600.1	NA
YJR066W	5.0	450.4	0.514
YJR067C	NA	549.7	NA
YJR068W	31.0	623.8	NA
YJR069C	51.0	655.7	1.184
YJR070C	63.0	550.6	0.8601
YJR071W	NA	NA	NA
YJR072C	141.0	559.2	NA
YJR073C	203.0	NA	0.7301
YJR074W	29.0	475.6	1.746
YJR075W	8.0	334.6	1.466
YJR076C	62.0	563.0	NA
YJR077C	NA	471.4	1.451
YJR078W	20.0	NA	0.4922
YJR079W	44.0	NA	0.6905
YJR080C	81.0	454.7	0.7598
YJR082C	184.0	NA	0.3782
YJR083C	57.0	788.2	0.3549
YJR084W	25.0	NA	0.5472
YJR085C	NA	NA	NA
YJR086W	NA	459.7	NA
YJR087W	NA	NA	0.4677
YJR088C	NA	691.2	0.8625
YJR089W	NA	NA	NA
YJR090C	NA	NA	1.41
YJR091C	43.0	347.2	0.171
YJR092W	NA	58.2	1.159
YJR093C	72.0	499.2	NA
YJR094C	NA	NA	0.8068
YJR094W-A	64.0	NA	0.4795
YJR095W	NA	NA	0.4468
YJR096W	63.0	561.8	0.625
YJR097W	41.0	NA	1.376
YJR098C	54.0	564.8	0.4836
YJR099W	NA	809.5	0.5743
YJR100C	NA	504.5	0.7259
YJR101W	93.0	598.7	NA
YJR102C	NA	NA	0.6817
YJR103W	32.0	599.5	0.6824
YJR104C	NA	371.1	0.6745
YJR105W	60.0	484.9	0.5618
YJR106W	NA	NA	0.4637
YJR107W	NA	NA	0.5555
YJR108W	NA	NA	0.9748
YJR109C	7.0	1271.9	0.6167
YJR110W	19.0	NA	0.4494
YJR111C	69.0	NA	0.7414
YJR112W	170.0	274.3	NA
YJR112W-A	NA	NA	NA
YJR113C	38.0	365.0	0.8946
YJR114W	NA	NA	NA
YJR115W	NA	NA	0.8551
YJR116W	NA	NA	0.2644
YJR117W	24.0	785.7	0.4477
YJR118C	NA	NA	0.7599
YJR119C	36.0	NA	0.8565
YJR120W	NA	NA	0.7296
YJR121W	6627.0	510.2	0.5843
YJR122W	46.0	363.1	0.6448
YJR123W	NA	639.6	NA
YJR124C	NA	428.5	0.5077
YJR125C	NA	460.1	0.4768
YJR126C	14.0	NA	0.4276
YJR127C	61.0	151.6	0.6274
YJR128W	NA	NA	0.8753
YJR129C	13.0	291.4	0.8013
YJR130C	45.0	NA	0.5605
YJR131W	84.0	519.1	0.5115
YJR132W	61.0	842.9	NA
YJR133W	68.0	454.5	0.5154
YJR134C	1950.0	767.7	0.6694
YJR135C	NA	NA	1.08
YJR135W-A	NA	325.2	NA
YJR136C	151.0	NA	NA
YJR137C	125.0	616.7	0.7325
YJR138W	NA	459.9	NA
YJR139C	56.0	703.7	0.9455
YJR140C	21.0	245.9	0.6202
YJR140W-A	NA	NA	NA
YJR141W	NA	490.7	NA
YJR142W	35.0	759.0	0.6338
YJR143C	19.0	592.0	NA
YJR144W	NA	681.0	0.4309
YJR145C	53.0	NA	0.6896
YJR146W	NA	NA	0.7849
YJR147W	42.0	276.9	0.5054
YJR148W	NA	1095.8	0.7223
YJR149W	93.0	405.0	0.9294
YJR150C	NA	NA	0.7136
YJR151C	NA	NA	NA
YJR151W-A	NA	NA	NA
YJR152W	NA	NA	1.408
YJR153W	NA	NA	0.9782
YJR154W	30.0	NA	0.5395
YJR155W	NA	NA	NA
YJR156C	3.0	NA	NA
YJR157W	NA	NA	NA
YJR158W	NA	NA	NA
YJR159W	NA	NA	NA
YJR160C	NA	NA	NA
YJR161C	23.0	NA	NA
YJR162C	NA	NA	NA
YKL001C	5488.0	NA	0.6326
YKL002W	NA	534.7	1.098
YKL003C	NA	NA	0.2057
YKL004W	94.0	NA	NA
YKL005C	22.0	298.2	0.7468
YKL006C-A	16.0	670.9	NA
YKL006W	NA	581.5	0.7899
YKL007W	NA	1322.0	0.9099
YKL008C	77.0	379.7	0.5394
YKL009W	73.0	591.4	0.3039
YKL010C	11.0	461.6	1.225
YKL011C	65.0	NA	0.7886
YKL012W	NA	743.1	NA
YKL013C	NA	NA	NA
YKL014C	45.0	428.7	NA
YKL015W	NA	NA	0.6624
YKL016C	16.0	NA	0.6785
YKL017C	35.0	1077.0	0.2478
YKL018C-A	NA	543.0	NA
YKL018W	26.0	828.7	NA
YKL019W	26.0	575.9	NA
YKL020C	34.0	NA	0.6717
YKL021C	171.0	932.6	NA
YKL022C	66.0	245.6	NA
YKL023C-A	NA	NA	NA
YKL023W	44.0	561.6	0.8894
YKL024C	329.0	867.4	NA
YKL025C	36.0	517.0	0.6436
YKL026C	50.0	NA	0.522
YKL027W	59.0	556.3	0.9191
YKL028W	28.0	489.2	NA
YKL029C	29.0	785.2	0.3639
YKL030W	NA	NA	0.8517
YKL031W	NA	NA	0.4028
YKL032C	10.0	390.6	0.4262
YKL033W	NA	484.6	NA
YKL033W-A	NA	586.5	0.445
YKL034W	NA	NA	0.3169
YKL035W	57.0	653.1	NA
YKL036C	NA	NA	NA
YKL037W	NA	NA	0.5702
YKL038W	14.0	NA	0.6121
YKL039W	NA	574.2	0.3454
YKL040C	117.0	470.5	0.6645
YKL041W	NA	764.2	0.5256
YKL042W	NA	396.3	NA
YKL043W	14.0	NA	0.6391
YKL044W	NA	NA	0.7028
YKL045W	NA	263.0	NA
YKL046C	40.0	NA	0.6356
YKL047W	177.0	629.4	0.5201
YKL048C	42.0	407.3	2.169
YKL049C	NA	NA	NA
YKL050C	NA	NA	0.6846
YKL051W	57.0	311.1	0.5641
YKL052C	3.0	531.4	NA
YKL053C-A	40.0	369.5	1.175
YKL053W	NA	NA	1.019
YKL054C	NA	597.5	1.784
YKL055C	49.0	366.0	0.8111
YKL056C	166.0	605.3	0.505
YKL057C	NA	624.4	0.3514
YKL058W	170.0	450.0	NA
YKL059C	33.0	436.6	NA
YKL060C	104.0	720.6	NA
YKL061W	54.0	379.0	0.5422
YKL062W	NA	113.0	0.6892
YKL063C	12.0	421.9	0.71
YKL064W	78.0	1007.3	0.3971
YKL065C	1256.0	491.5	1.081
YKL065W-A	NA	NA	NA
YKL066W	NA	NA	0.5054
YKL067W	NA	643.0	0.5827
YKL068W	20.0	NA	0.4608
YKL068W-A	NA	NA	NA
YKL069W	25.0	532.8	0.5132
YKL070W	NA	NA	0.6369
YKL071W	NA	NA	0.5623
YKL072W	25.0	212.4	0.446
YKL073W	NA	783.0	1.2
YKL074C	74.0	504.8	0.3193
YKL075C	46.0	295.8	0.5309
YKL076C	NA	NA	0.3703
YKL077W	NA	476.6	0.4334
YKL078W	46.0	390.7	NA
YKL079W	21.0	448.2	0.7713
YKL080W	53.0	689.8	1.491
YKL081W	105.0	599.4	1.593
YKL082C	NA	388.2	NA
YKL083W	NA	NA	NA
YKL084W	NA	137.5	0.614
YKL085W	167.0	641.0	0.6808
YKL086W	16.0	NA	0.8687
YKL087C	NA	301.3	0.6073
YKL088W	59.0	650.3	NA
YKL089W	75.0	NA	NA
YKL090W	NA	695.7	0.7111
YKL091C	170.0	588.6	0.4372
YKL092C	38.0	539.1	0.8346
YKL093W	NA	NA	0.6572
YKL094W	88.0	693.6	0.4899
YKL095W	76.0	226.5	NA
YKL096C-B	NA	NA	NA
YKL096W	25.0	30.6	0.431
YKL096W-A	NA	NA	NA
YKL097C	NA	NA	0.6044
YKL098W	NA	295.3	0.4379
YKL099C	NA	340.7	NA
YKL100C	NA	446.4	0.4799
YKL100W-A	NA	NA	NA
YKL101W	NA	58.2	1.068
YKL102C	NA	NA	0.2818
YKL103C	119.0	997.7	0.2583
YKL104C	31.0	783.6	NA
YKL105C	32.0	365.7	0.7727
YKL106C-A	NA	NA	NA
YKL106W	42.0	586.3	0.2349
YKL107W	NA	NA	0.6269
YKL108W	NA	NA	NA
YKL109W	NA	NA	0.8279
YKL110C	NA	717.8	0.3633
YKL111C	NA	NA	NA
YKL112W	2.0	383.8	NA
YKL113C	NA	529.6	3.28
YKL114C	60.0	544.0	0.8634
YKL115C	NA	NA	0.3377
YKL116C	58.0	808.8	0.7815
YKL117W	280.0	593.2	0.4386
YKL118W	NA	NA	1.594
YKL119C	30.0	262.4	1.295
YKL120W	43.0	2089.6	0.628
YKL121W	5.0	390.1	1.025
YKL122C	325.0	474.8	NA
YKL123W	NA	NA	0.842
YKL124W	12.0	3887.8	0.8051
YKL125W	31.0	99.6	NA
YKL126W	30.0	500.6	1.455
YKL127W	23.0	581.7	0.7203
YKL128C	NA	1125.2	0.7334
YKL129C	NA	847.3	0.5747
YKL130C	2258.0	1291.1	0.7477
YKL131W	NA	NA	0.494
YKL132C	NA	NA	0.5488
YKL133C	NA	NA	0.3022
YKL134C	37.0	392.5	0.7659
YKL135C	71.0	756.9	0.6427
YKL136W	NA	NA	0.6011
YKL137W	5.0	94.0	0.783
YKL138C	NA	336.0	0.996
YKL138C-A	NA	NA	NA
YKL139W	22.0	11.6	2.371
YKL140W	29.0	NA	1.09
YKL141W	24.0	239.7	NA
YKL142W	48.0	672.8	0.5401
YKL143W	NA	429.0	0.8077
YKL144C	142.0	493.1	NA
YKL145W	9.0	662.1	NA
YKL145W-A	NA	NA	NA
YKL146W	NA	NA	0.2316
YKL147C	NA	NA	0.6528
YKL148C	62.0	613.2	0.5357
YKL149C	20.0	NA	0.4972
YKL150W	53.0	455.6	0.4556
YKL151C	54.0	470.5	0.5573
YKL152C	NA	832.6	NA
YKL153W	NA	NA	NA
YKL154W	51.0	604.6	NA
YKL155C	47.0	240.6	0.7561
YKL156C-A	NA	NA	NA
YKL156W	NA	NA	0.352
YKL157W	36.0	609.0	NA
YKL159C	45.0	NA	0.9288
YKL160W	119.0	733.7	0.5912
YKL161C	NA	NA	0.5915
YKL162C	16.0	NA	0.5016
YKL162C-A	NA	NA	0.8137
YKL163W	NA	NA	0.5606
YKL164C	2.0	NA	1.023
YKL165C	657.0	544.5	NA
YKL165C-A	NA	NA	NA
YKL166C	24.0	445.4	0.5436
YKL167C	NA	264.9	1.257
YKL168C	51.0	447.2	0.8044
YKL169C	NA	NA	0.3001
YKL170W	NA	377.1	1.069
YKL171W	NA	NA	0.3947
YKL172W	NA	506.4	NA
YKL173W	52.0	499.9	NA
YKL174C	NA	259.5	0.9807
YKL175W	NA	NA	0.6225
YKL176C	6.0	281.1	0.2351
YKL177W	NA	NA	0.8861
YKL178C	NA	41.6	0.8778
YKL179C	23.0	655.6	0.5396
YKL180W	NA	NA	NA
YKL181W	44.0	548.8	NA
YKL182W	NA	726.7	NA
YKL183C-A	NA	NA	NA
YKL183W	114.0	NA	0.4734
YKL184W	NA	121.9	0.6557
YKL185W	2.0	58.9	0.5896
YKL186C	NA	7647.7	NA
YKL187C	NA	NA	0.6212
YKL188C	NA	NA	0.4168
YKL189W	19.0	624.7	NA
YKL190W	NA	474.2	0.545
YKL191W	448.0	488.2	0.4277
YKL192C	NA	678.1	NA
YKL193C	89.0	762.5	NA
YKL194C	134.0	532.1	0.1895
YKL195W	22.0	495.4	NA
YKL196C	NA	609.4	NA
YKL197C	57.0	453.1	0.7613
YKL198C	NA	163.5	NA
YKL201C	NA	NA	0.331
YKL202W	NA	NA	0.2427
YKL203C	NA	538.6	NA
YKL204W	25.0	492.3	3.095
YKL205W	25.0	476.1	0.6923
YKL206C	NA	940.9	0.7212
YKL207W	NA	685.0	0.5275
YKL208W	44.0	NA	1.266
YKL209C	186.0	NA	NA
YKL210W	114.0	549.1	NA
YKL211C	518.0	808.7	0.5209
YKL212W	57.0	672.9	0.7665
YKL213C	23.0	762.5	0.6112
YKL214C	247.0	455.1	0.4342
YKL215C	NA	620.7	0.6833
YKL216W	203.0	605.2	0.6534
YKL217W	29.0	NA	0.353
YKL218C	NA	2757.5	0.8327
YKL219W	871.0	367.5	NA
YKL220C	NA	NA	0.5385
YKL221W	NA	NA	0.4088
YKL222C	NA	NA	0.7495
YKL223W	NA	NA	NA
YKL224C	NA	NA	NA
YKL225W	NA	NA	NA
YKR001C	79.0	722.8	0.3748
YKR002W	23.0	484.4	NA
YKR003W	81.0	462.1	0.9203
YKR004C	53.0	928.6	NA
YKR005C	NA	NA	0.3149
YKR006C	68.0	288.0	0.9011
YKR007W	88.0	NA	1.261
YKR008W	55.0	588.7	NA
YKR009C	NA	NA	0.6769
YKR010C	NA	418.9	0.3123
YKR011C	71.0	NA	0.8057
YKR012C	NA	NA	0.5183
YKR013W	32.0	27.3	0.6531
YKR014C	773.0	409.6	1.311
YKR015C	NA	NA	0.4342
YKR016W	176.0	475.9	1.015
YKR017C	23.0	NA	0.7796
YKR018C	19.0	539.7	1.291
YKR019C	NA	324.1	0.3008
YKR020W	NA	302.6	0.7488
YKR021W	NA	264.6	0.5569
YKR022C	NA	NA	NA
YKR023W	31.0	639.5	0.329
YKR024C	48.0	481.4	1.071
YKR025W	43.0	395.1	NA
YKR026C	NA	777.4	0.5124
YKR027W	20.0	668.9	0.5323
YKR028W	NA	515.1	0.4229
YKR029C	3.0	358.2	0.7783
YKR030W	NA	NA	0.488
YKR031C	19.0	392.0	0.8527
YKR032W	NA	NA	0.4968
YKR033C	NA	NA	0.4979
YKR034W	NA	NA	0.5659
YKR035C	NA	NA	0.3936
YKR035W-A	100.0	462.6	0.6231
YKR036C	34.0	431.6	0.2737
YKR037C	172.0	5553.4	NA
YKR038C	279.0	717.8	NA
YKR039W	NA	NA	0.1633
YKR040C	NA	NA	0.5459
YKR041W	37.0	NA	0.5445
YKR042W	NA	33.6	0.5746
YKR043C	NA	810.3	0.2925
YKR044W	68.0	NA	0.7875
YKR045C	39.0	NA	0.4593
YKR046C	43.0	891.8	0.6939
YKR047W	NA	NA	0.6088
YKR048C	108.0	628.0	0.6599
YKR049C	NA	354.7	0.5015
YKR050W	NA	NA	0.5391
YKR051W	NA	NA	0.8902
YKR052C	62.0	180.8	0.4142
YKR053C	NA	NA	0.6724
YKR054C	NA	619.2	0.7456
YKR055W	NA	558.5	0.7329
YKR056W	NA	448.0	0.6191
YKR057W	NA	NA	0.7742
YKR058W	NA	NA	0.8879
YKR059W	NA	NA	0.5833
YKR060W	26.0	469.9	0.615
YKR061W	NA	NA	0.3364
YKR062W	30.0	335.3	NA
YKR063C	NA	503.2	NA
YKR064W	109.0	NA	0.6263
YKR065C	45.0	537.6	0.6735
YKR066C	NA	471.1	0.7028
YKR067W	24.0	407.9	0.7158
YKR068C	44.0	796.8	NA
YKR069W	NA	NA	0.314
YKR070W	71.0	473.8	0.3727
YKR071C	59.0	153.1	NA
YKR072C	38.0	542.8	0.7044
YKR073C	NA	NA	0.5964
YKR074W	NA	768.2	0.2978
YKR075C	8.0	NA	0.6145
YKR075W-A	NA	NA	NA
YKR076W	39.0	291.3	0.773
YKR077W	35.0	713.5	0.3399
YKR078W	NA	383.4	0.4801
YKR079C	48.0	547.9	NA
YKR080W	197.0	642.9	0.2831
YKR081C	166.0	512.8	NA
YKR082W	15.0	504.5	2.146
YKR083C	NA	462.3	NA
YKR084C	43.0	623.0	0.4271
YKR085C	82.0	303.2	0.468
YKR086W	4.0	NA	NA
YKR087C	70.0	NA	0.7009
YKR088C	98.0	659.4	0.5411
YKR089C	17.0	250.0	0.3164
YKR090W	98.0	341.0	0.372
YKR091W	NA	NA	0.3562
YKR092C	206.0	510.1	0.4027
YKR093W	23.0	94.6	0.4799
YKR094C	NA	NA	0.9317
YKR095W	NA	NA	0.6362
YKR095W-A	NA	502.5	NA
YKR096W	39.0	NA	0.6531
YKR097W	NA	NA	1.002
YKR098C	5.0	NA	0.521
YKR099W	2.0	351.8	0.6612
YKR100C	NA	167.3	NA
YKR101W	NA	NA	1.118
YKR102W	NA	NA	0.5188
YKR103W	NA	NA	0.8492
YKR104W	NA	NA	0.3916
YKR105C	NA	NA	0.2391
YKR106W	NA	NA	0.3463
YLL001W	31.0	636.2	0.6286
YLL002W	150.0	NA	2.891
YLL003W	NA	NA	NA
YLL004W	NA	510.7	NA
YLL005C	NA	NA	0.4571
YLL006W	42.0	NA	1.121
YLL006W-A	NA	NA	NA
YLL007C	41.0	505.1	0.7717
YLL008W	NA	458.2	NA
YLL009C	NA	422.4	1.013
YLL010C	758.0	173.1	0.8363
YLL011W	29.0	323.2	NA
YLL012W	32.0	732.8	0.4132
YLL013C	326.0	300.2	0.6616
YLL014W	20.0	575.2	0.4582
YLL015W	NA	251.1	0.7135
