Gene	HL_IB	HL_MS	PP	HL_IB_quantile	HL_IB_pt	HL_MS_quantile	HL_MS_pt
YAL031C	17.0	488.5	0.517	-1.002056477837372	-0.8015544200675093	-0.1829275640059215	0.029396315325859797
YAL031W-A	NA	NA	NA	NA	NA	NA	NA
YAL032C	474.0	290.2	NA	1.8731346445744266	2.0114144953102313	-1.0983379577259735	-0.7672805461247406
YAL033W	47.0	351.4	NA	0.11062728256906962	0.04143076365301315	-0.8401026899466345	-0.481177496602897
YAL034C	NA	NA	0.6692	NA	NA	NA	NA
YAL034C-B	NA	NA	NA	NA	NA	NA	NA
YAL034W-A	NA	403.6	NA	NA	NA	-0.618058864923472	-0.26933125143719594
YAL035W	321.0	570.2	0.8981	1.662960611128019	1.6772873921998182	0.2995893462930817	0.2771891967032298
YAL036C	57.0	376.9	0.3865	0.31105901776634404	0.2040769564397877	-0.7448072130512386	-0.37452872096245854
YAL037C-A	NA	NA	NA	NA	NA	NA	NA
YAL037C-B	NA	NA	NA	NA	NA	NA	NA
YAL037W	NA	NA	0.6627	NA	NA	NA	NA
YAL038W	NA	699.5	NA	NA	NA	1.059767434681987	0.6128342313841971
YAL039C	2.0	727.2	0.3375	-5.199337582605575	-2.34150278073377	1.1642159433848518	0.6776822789910689
YAL040C	NA	NA	1.177	NA	NA	NA	NA
YAL041W	73.0	443.7	NA	0.5731153914071755	0.41346075213267736	-0.43549302610358076	-0.12209568777255368
YAL042C-A	NA	NA	NA	NA	NA	NA	NA
YAL042W	NA	449.6	0.2288	NA	NA	-0.399152253676688	-0.10141020979112372
YAL043C	NA	557.5	NA	NA	NA	0.21841456281165705	0.24076966765061633
YAL044C	NA	423.0	0.7172	NA	NA	-0.5233808902564937	-0.1965974810860471
YAL044W-A	NA	216.6	NA	NA	NA	-1.3781973482466163	-1.1902156583740828
YAL045C	NA	NA	0.7922	NA	NA	NA	NA
YAL046C	115997.0	280.0	0.4428	5.19933758270342	6.736746038694559	-1.1415724925552242	-0.8199415829258395
YAL047C	NA	316.9	2.992	NA	NA	-0.9856104168672697	-0.6366246041967448
YAL047W-A	NA	NA	NA	NA	NA	NA	NA
YAL048C	NA	NA	1.5030000000000001	NA	NA	NA	NA
YAL049C	560.0	386.2	0.4911	1.926529616791513	2.1544342162285965	-0.7045965009130217	-0.3371779540387124
YAL051W	NA	86.6	0.5786	NA	NA	-1.9271585570658192	-2.4083572291989186
YAL053W	29.0	389.5	0.4751	-0.4528584793924642	-0.3625193200055658	-0.6808356388477163	-0.3241107126921707
YAL054C	29.0	NA	0.3553	-0.4528584793924642	-0.3625193200055658	NA	NA
YAL055W	70.0	566.0	0.8202	0.532189730919304	0.37789178990204075	0.27029896947831067	0.26522308765532165
YAL056C-A	NA	NA	NA	NA	NA	NA	NA
YAL056W	8.0	NA	0.287	-1.4532795741807998	-1.3972877731618984	NA	NA
YAL058W	71.0	432.8	0.6511	0.5423352337895949	0.3899124181304959	-0.48132831533134923	-0.16094323695596802
YAL059C-A	NA	NA	NA	NA	NA	NA	NA
YAL059W	36.0	388.3	0.6095	-0.1995381015268431	-0.18227260096171144	-0.6883237726161068	-0.3288513545865043
YAL060W	68.0	393.8	0.5909	0.500651207993653	0.35333411334794523	-0.6611618742897375	-0.3072261689945214
YAL061W	NA	NA	0.6814	NA	NA	NA	NA
YAL062W	NA	NA	0.3121	NA	NA	NA	NA
YAL063C	NA	NA	NA	NA	NA	NA	NA
YAL063C-A	NA	NA	NA	NA	NA	NA	NA
YAL064C-A	NA	NA	0.6281	NA	NA	NA	NA
YAL064W	NA	NA	NA	NA	NA	NA	NA
YAL064W-B	NA	NA	NA	NA	NA	NA	NA
YAL065C	NA	NA	0.5516	NA	NA	NA	NA
YAL066W	NA	NA	0.1568	NA	NA	NA	NA
YAL067C	NA	NA	0.9406	NA	NA	NA	NA
YAL067W-A	NA	NA	NA	NA	NA	NA	NA
YAL068C	NA	NA	0.5826	NA	NA	NA	NA
YAL068W-A	NA	NA	NA	NA	NA	NA	NA
YAL069W	NA	NA	NA	NA	NA	NA	NA
YAR002C-A	33.0	576.2	0.3343	-0.2939857808389507	-0.2549464527825869	0.34415365894707195	0.2941523886555489
YAR002W	15.0	453.9	0.7711	-1.1001396710768057	-0.9027843759280856	-0.37320879476677576	-0.08648133148695275
YAR003W	42.0	NA	0.4504	-0.02509400752630838	-0.053110812697323505	NA	NA
YAR007C	35.0	544.9	NA	-0.2316410556979774	-0.2058209349638933	0.140736816883874	0.2039225286185773
YAR008W	NA	1042.1	NA	NA	NA	1.7509216237974152	1.2951239461232444
YAR014C	29.0	330.8	0.6617	-0.4528584793924642	-0.3625193200055658	-0.931687561323687	-0.5723203679487635
YAR015W	77.0	494.0	0.7986	0.6256698215946752	0.4587059907241978	-0.15269587875676233	0.047159616280964795
YAR018C	NA	329.0	0.4797	NA	NA	-0.9380495098156637	-0.5805147857493607
YAR019C	109.0	919.6	NA	0.930036179723713	0.7541644229378097	1.5767465229544677	1.077066680455616
YAR019W-A	NA	NA	NA	NA	NA	NA	NA
YAR020C	NA	NA	1.11	NA	NA	NA	NA
YAR023C	NA	NA	0.4427	NA	NA	NA	NA
YAR027W	NA	92.5	0.5396	NA	NA	-1.8825505779512617	-2.326005496909014
YAR028W	62.0	144.4	0.3632	0.40471680821774897	0.27514729217668465	-1.652337892676943	-1.7485691014167728
YAR029W	NA	NA	0.9098	NA	NA	NA	NA
YAR030C	NA	NA	1.1340000000000001	NA	NA	NA	NA
YAR031W	104.0	117.1	0.5087	0.8920383589928601	0.7141822602294013	-1.7805429252838514	-2.0248497785485275
YAR033W	NA	NA	NA	NA	NA	NA	NA
YAR035C-A	NA	NA	NA	NA	NA	NA	NA
YAR035W	NA	NA	0.5148	NA	NA	NA	NA
YAR042W	NA	690.0	NA	NA	NA	1.0170066377010154	0.5900829596670709
YAR047C	NA	NA	0.9575	NA	NA	NA	NA
YAR050W	NA	NA	0.4431	NA	NA	NA	NA
YAR053W	NA	NA	NA	NA	NA	NA	NA
YAR060C	NA	NA	NA	NA	NA	NA	NA
YAR064W	NA	NA	NA	NA	NA	NA	NA
YAR066W	NA	NA	NA	NA	NA	NA	NA
YAR068W	NA	NA	NA	NA	NA	NA	NA
YAR069C	NA	NA	NA	NA	NA	NA	NA
YAR070C	NA	NA	NA	NA	NA	NA	NA
YAR071W	10.0	NA	NA	-1.349497642122869	-1.2248190377903945	NA	NA
YAR073W	NA	NA	NA	NA	NA	NA	NA
YAR075W	NA	NA	NA	NA	NA	NA	NA
YBL001C	124.0	NA	0.368	1.0379371869749336	0.8640324025865774	NA	NA
YBL002W	NA	NA	0.1866	NA	NA	NA	NA
YBL003C	167.0	NA	0.8954	1.2420605724635014	1.11813234388798	NA	NA
YBL004W	NA	374.7	NA	NA	NA	-0.7526695895118659	-0.3834804717742848
YBL005W	51.0	NA	0.4886	0.18931001061841743	0.1102243362467151	NA	NA
YBL006C	NA	422.8	1.4269999999999998	NA	NA	-0.5264510760011872	-0.19733250530427734
YBL006W-A	NA	NA	NA	NA	NA	NA	NA
YBL007C	41.0	607.8	0.9079999999999999	-0.050203829430400866	-0.07333436230079808	0.5650034907159418	0.38105438891081284
YBL008W	49.0	517.0	0.8962	0.15112149093066193	0.07651564804715083	-0.02286558452181233	0.11964209747790988
YBL008W-A	NA	NA	NA	NA	NA	NA	NA
YBL009W	NA	NA	0.7408	NA	NA	NA	NA
YBL010C	111.0	604.3	0.23	0.9416998217386928	0.7696506894104975	0.5398636823777728	0.37162379944666235
YBL011W	205.0	455.1	0.4452	1.3978365289711037	1.2933871340015912	-0.3675468865681191	-0.08233690520168728
YBL012C	NA	NA	0.2663	NA	NA	NA	NA
YBL013W	NA	1714.7	0.4881	NA	NA	2.1383834497679515	2.2013458741648564
YBL014C	33.0	NA	NA	-0.2939857808389507	-0.2549464527825869	NA	NA
YBL015W	6.0	568.9	0.9164	-1.5887709585727845	-1.6132828549762859	0.2913668425391681	0.2734935504884137
YBL016W	43.0	263.4	1.291	0.0025091400448746387	-0.03335219959238933	-1.2101372641333108	-0.9092874958699211
YBL017C	30.0	530.9	0.7123	-0.41016940620520764	-0.33433772614370716	0.05146002009662907	0.16210893658491832
YBL018C	45.0	281.5	NA	0.06151263655249807	0.004852326861235329	-1.1290427625945982	-0.8120947312120842
YBL019W	40.0	NA	0.792	-0.07912030015842841	-0.09404528997145382	NA	NA
YBL020W	NA	NA	NA	NA	NA	NA	NA
YBL021C	51.0	NA	0.3597	0.18931001061841743	0.1102243362467151	NA	NA
YBL022C	NA	523.4	0.8218	NA	NA	0.007063636741143685	0.13931598489318175
YBL023C	124.0	723.8	NA	1.0379371869749336	0.8640324025865774	1.154634366842533	0.6698385605641045
YBL024W	36.0	594.6	0.9315	-0.1995381015268431	-0.18227260096171144	0.4671717363804714	0.34523906815305627
YBL025W	411.0	260.4	2.432	1.7927213543346647	1.88912048709598	-1.2313727074660648	-0.9259492876305134
YBL026W	31.0	565.0	NA	-0.3695581856124021	-0.3070510228336964	0.26530725104975394	0.2623627254100031
YBL027W	48.0	NA	0.7593	0.12958231367213702	0.05915221036229713	NA	NA
YBL028C	73.0	144.5	0.4391	0.5731153914071755	0.41346075213267736	-1.6506850600130296	-1.747642707013639
YBL029C-A	12.0	625.6	NA	-1.2447784131572894	-1.0812423699420628	0.6683944609747919	0.42830262934945124
YBL029W	31.0	NA	0.6207	-0.3695581856124021	-0.3070510228336964	NA	NA
YBL030C	NA	410.5	NA	NA	NA	-0.5906160409318024	-0.24312325822597095
YBL031W	NA	144.7	1.073	NA	NA	-1.6473928573340146	-1.7457915679626015
YBL032W	NA	717.8	0.9879	NA	NA	1.1201057486993573	0.6559187915992319
YBL033C	NA	387.5	0.8048	NA	NA	-0.6959079368789585	-0.33201880422705604
YBL034C	100.0	552.8	NA	0.86072523825827	0.6808009549135338	0.1933655995956822	0.2271099281203831
YBL035C	52.0	431.3	NA	0.20978711012927295	0.12659559257920344	-0.4851778959384362	-0.1663551014914908
YBL036C	NA	378.9	0.7959999999999999	NA	NA	-0.7355981235899496	-0.36642976804105687
YBL037W	47.0	506.6	0.8735	0.11062728256906962	0.04143076365301315	-0.07304821479232175	0.0872193215585943
YBL038W	276.0	1825.0	0.6089	1.5916712787223797	1.5479092408118897	2.1907120897995926	2.3191829424064614
YBL039C	389.0	571.8	0.7749	1.7619480328408437	1.8419560983580132	0.31164045849670546	0.2817277174912621
YBL039C-A	NA	NA	NA	NA	NA	NA	NA
YBL039W-B	NA	NA	NA	NA	NA	NA	NA
YBL040C	96.0	NA	NA	0.8320062700164733	0.6460705152946886	NA	NA
YBL041W	NA	635.3	NA	NA	NA	0.7370851657696104	0.45356393889543717
YBL042C	NA	101.8	0.5594	NA	NA	-1.834392140631034	-2.2048930672027858
YBL043W	NA	NA	0.4961	NA	NA	NA	NA
YBL044W	NA	NA	0.4666	NA	NA	NA	NA
YBL045C	291.0	534.5	0.7219	1.617015381530804	1.59323408096747	0.07704113531361405	0.17295103301953146
YBL046W	65.0	412.4	0.5456	0.4556403137378794	0.31512945488509303	-0.5790394381393529	-0.23597328240119345
YBL047C	74.0	688.6	0.8215	0.5894557978497783	0.4249973025246332	1.0116114924617179	0.586707314622984
YBL048W	NA	NA	0.5964	NA	NA	NA	NA
YBL049W	NA	NA	0.7322	NA	NA	NA	NA
YBL050W	NA	690.9	NA	NA	NA	1.0208884174832784	0.5922498969702242
YBL051C	20.0	446.8	0.4202	-0.8444850779006299	-0.6690678474044145	-0.41620406066394794	-0.11119767319692743
YBL052C	7.0	NA	0.3529	-1.5175450472144199	-1.4985177290224745	NA	NA
YBL053W	NA	NA	0.8442	NA	NA	NA	NA
YBL054W	18.0	197.7	0.5576	-0.9515182841460368	-0.7550857199573989	-1.4225749132475778	-1.3187308255886958
YBL055C	58.0	474.5	0.4528	0.32822341801540306	0.21876892339182852	-0.26245471368794326	-0.01661022572984315
YBL056W	54.0	556.0	0.625	0.2561982008475938	0.15843106984342087	0.21033429109560928	0.2364210064147702
YBL057C	34.0	634.0	0.3739	-0.2639845916795205	-0.23003274734247062	0.7249732056113145	0.4501977983808588
YBL058W	62.0	559.7	3.6719999999999997	0.40471680821774897	0.27514729217668465	0.2316410556979774	0.24712947883847175
YBL059C-A	58.0	120.4	NA	0.32822341801540306	0.21876892339182852	-1.7658378148295018	-1.9886826131968325
YBL059W	71.0	NA	0.5342	0.5423352337895949	0.3899124181304959	NA	NA
YBL060W	22.0	NA	0.6237	-0.7463509261747352	-0.5908810262331535	NA	NA
YBL061C	10.0	325.3	0.7029	-1.349497642122869	-1.2248190377903945	-0.9570354964459444	-0.5974809164552257
YBL062W	NA	NA	0.9071	NA	NA	NA	NA
YBL063W	NA	NA	0.3068	NA	NA	NA	NA
YBL064C	117.0	611.0	0.6036	0.9937998476648138	0.8145024084954449	0.582645757034	0.38963572286496817
YBL065W	NA	NA	0.5386	NA	NA	NA	NA
YBL066C	NA	589.0	0.8411	NA	NA	0.4293291556001062	0.32983706826563497
YBL067C	32.0	580.7	0.4231	-0.32822341801540306	-0.28060389820929577	0.37593794028221894	0.3067750493688538
YBL068W	116.0	603.7	0.6855	0.9835733673308725	0.8071877772109077	0.5334761295509431	0.3700023967820362
YBL068W-A	NA	NA	NA	NA	NA	NA	NA
YBL069W	6.0	NA	0.6175	-1.5887709585727845	-1.6132828549762859	NA	NA
YBL070C	NA	NA	0.1967	NA	NA	NA	NA
YBL071C	NA	NA	0.7903	NA	NA	NA	NA
YBL071C-B	NA	NA	NA	NA	NA	NA	NA
YBL071W-A	NA	NA	NA	NA	NA	NA	NA
YBL072C	NA	NA	0.4681	NA	NA	NA	NA
YBL073W	NA	NA	NA	NA	NA	NA	NA
YBL074C	250.0	534.4	NA	1.529558186142137	1.4631966754984205	0.07649943614793728	0.17265071554451922
YBL075C	59.0	662.9	0.4249	0.3441536589470717	0.23321403308882296	0.8974070550322066	0.5236630848580256
YBL076C	88.0	647.6	NA	0.7647096737863871	0.5720926763265721	0.8164128398452947	0.4851219957160867
YBL077W	NA	NA	NA	NA	NA	NA	NA
YBL078C	289.0	321.2	0.7269	1.6129611244380924	1.587327064073603	-0.9735530625122233	-0.616476553559516
YBL079W	20.0	629.6	0.5667	-0.8444850779006299	-0.6690678474044145	0.6950046021526441	0.43876033641231665
YBL080C	NA	416.3	0.5322	NA	NA	-0.560534239557747	-0.22138556116181837
YBL081W	NA	151.6	0.3956	NA	NA	-1.6159454578478454	-1.683234269837605
YBL082C	30.0	484.4	0.6865	-0.41016940620520764	-0.33433772614370716	-0.21106976491595747	0.01604200235610891
YBL083C	NA	NA	0.6652	NA	NA	NA	NA
YBL084C	3.0	NA	NA	-1.8312243273394466	-2.0942510821168634	NA	NA
YBL085W	3.0	338.6	0.1024	-1.8312243273394466	-2.0942510821168634	-0.8904659197905141	-0.5372492940513279
YBL086C	32.0	260.9	0.7589	-0.32822341801540306	-0.28060389820929577	-1.226014316793096	-0.9231608830182041
YBL087C	NA	NA	0.887	NA	NA	NA	NA
YBL088C	NA	NA	1.23	NA	NA	NA	NA
YBL089W	NA	NA	1.157	NA	NA	NA	NA
YBL090W	66.0	276.2	0.7095	0.4724065407146269	0.3280539502928516	-1.1601185119392539	-0.839983517909451
YBL091C	36.0	587.4	0.649	-0.1995381015268431	-0.18227260096171144	0.419308697395544	0.3254132912057366
YBL091C-A	15.0	405.2	0.6556	-1.1001396710768057	-0.9027843759280856	-0.6111026768515087	-0.263219826010053
YBL092W	NA	595.0	NA	NA	NA	0.4696030591824158	0.34633441488539024
YBL093C	123.0	221.7	0.5137	1.0272467187906675	0.8571289800450709	-1.3574018667111174	-1.157194064406563
YBL094C	NA	NA	4.125	NA	NA	NA	NA
YBL095W	46.0	NA	0.8301	0.0879329975415462	0.023336126858160514	NA	NA
YBL096C	NA	NA	1.153	NA	NA	NA	NA
YBL097W	3.0	NA	NA	-1.8312243273394466	-2.0942510821168634	NA	NA
YBL098W	175.0	786.0	0.8452	1.290328738919824	1.1581145065963883	1.3472865564618222	0.8085585651261008
YBL099W	49.0	517.2	0.5326	0.15112149093066193	0.07651564804715083	-0.021329285143835718	0.12026007848834054
YBL100C	NA	NA	1.105	NA	NA	NA	NA
YBL100W-C	NA	NA	NA	NA	NA	NA	NA
YBL101C	68.0	457.0	0.7215	0.500651207993653	0.35333411334794523	-0.35944074841149676	-0.07579413145847468
YBL102W	NA	NA	0.7617	NA	NA	NA	NA
YBL103C	36.0	462.2	1.179	-0.1995381015268431	-0.18227260096171144	-0.32738822302274895	-0.05800681146798315
YBL104C	NA	873.0	NA	NA	NA	1.5194178635999265	0.9874794345241126
YBL105C	NA	601.8	NA	NA	NA	0.5218067722924089	0.3648587651194512
YBL106C	NA	NA	0.5321	NA	NA	NA	NA
YBL107C	8.0	784.4	0.6026	-1.4532795741807998	-1.3972877731618984	1.3376414836236168	0.8051109541798537
YBL107W-A	NA	NA	NA	NA	NA	NA	NA
YBL108C-A	NA	NA	NA	NA	NA	NA	NA
YBL108W	8.0	NA	NA	-1.4532795741807998	-1.3972877731618984	NA	NA
YBL109W	NA	NA	NA	NA	NA	NA	NA
YBL111C	NA	NA	NA	NA	NA	NA	NA
YBL112C	NA	NA	NA	NA	NA	NA	NA
YBL113C	NA	NA	NA	NA	NA	NA	NA
YBL113W-A	NA	NA	NA	NA	NA	NA	NA
YBR001C	29.0	NA	0.7594	-0.4528584793924642	-0.3625193200055658	NA	NA
YBR002C	NA	592.1	NA	NA	NA	0.4543942815939917	0.3383787098494627
YBR003W	64.0	460.2	0.6045	0.4376201502677811	0.30200760568252494	-0.34061611445199164	-0.06482756429831724
YBR004C	NA	NA	NA	NA	NA	NA	NA
YBR005W	NA	NA	0.9311	NA	NA	NA	NA
YBR006W	31.0	437.8	0.6312	-0.3695581856124021	-0.3070510228336964	-0.4632242619108325	-0.14301974952816665
YBR007C	20.0	279.7	0.547	-0.8444850779006299	-0.6690678474044145	-1.142699231633003	-0.8215152962853857
YBR008C	NA	NA	0.9893	NA	NA	NA	NA
YBR009C	62.0	NA	0.5291	0.40471680821774897	0.27514729217668465	NA	NA
YBR010W	NA	NA	0.7506	NA	NA	NA	NA
YBR011C	883.0	648.9	NA	2.0807726175170327	2.545262450684608	0.8240829805788709	0.48842710379539317
YBR012C	NA	NA	0.5489	NA	NA	NA	NA
YBR013C	NA	NA	0.5134	NA	NA	NA	NA
YBR014C	NA	155.2	0.4138	NA	NA	-1.5861670630813438	-1.6515605480226176
YBR015C	15.0	413.4	1.151	-1.1001396710768057	-0.9027843759280856	-0.5740856032803473	-0.23222153852394173
YBR016W	98.0	572.1	0.6267	0.8462785026808521	0.6636111093625754	0.3132807844026229	0.28257747001400624
YBR017C	41.0	767.5	NA	-0.050203829430400866	-0.07333436230079808	1.2933328554138879	0.7683199807799658
YBR018C	NA	NA	0.6095	NA	NA	NA	NA
YBR019C	NA	NA	0.53	NA	NA	NA	NA
YBR020W	NA	NA	0.5188	NA	NA	NA	NA
YBR021W	NA	NA	1.025	NA	NA	NA	NA
YBR022W	65.0	648.8	0.6623	0.4556403137378794	0.31512945488509303	0.8231716109385887	0.4881730676827856
YBR023C	49.0	223.0	0.5646	0.15112149093066193	0.07651564804715083	-1.3516397165471117	-1.1488814131605716
YBR024W	13.0	396.4	0.2947	-1.1971932730470463	-1.0175495018818967	-0.6506394970701164	-0.2970938656779209
YBR025C	136.0	874.2	1.001	1.0955556636289017	0.9428168295298119	1.520763047689437	0.9898376383298428
YBR026C	23.0	485.7	0.7505	-0.6975071194373863	-0.5543027214506029	-0.2008180598924123	0.020286818159958614
YBR027C	NA	NA	0.5146	NA	NA	NA	NA
YBR028C	64.0	303.7	0.3742	0.4376201502677811	0.30200760568252494	-1.0302456200175127	-0.699981093388618
YBR029C	NA	435.8	NA	NA	NA	-0.468803420015787	-0.15016785519177983
YBR030W	37.0	521.0	0.5972	-0.1701847241123691	-0.15935223485378258	-0.005021849950656438	0.13196272354777966
YBR031W	NA	590.2	0.2648	NA	NA	0.436239926210473	0.3331481014398529
YBR032W	NA	NA	0.1545	NA	NA	NA	NA
YBR033W	NA	NA	0.6964	NA	NA	NA	NA
YBR034C	43.0	715.7	0.5643	0.0025091400448746387	-0.03335219959238933	1.1138332005617084	0.6510231406115
YBR035C	NA	820.5	0.6282	NA	NA	1.4344483100982908	0.8814623908078999
YBR036C	31.0	NA	0.5752	-0.3695581856124021	-0.3070510228336964	NA	NA
YBR037C	74.0	2148.9	0.85	0.5894557978497783	0.4249973025246332	2.28880273116062	2.63277900262048
YBR038W	NA	44.4	NA	NA	NA	-2.2269193263179905	-3.1993224583889477
YBR039W	NA	484.5	NA	NA	NA	-0.20978711012927295	0.01636887528380019
YBR040W	NA	NA	0.5956	NA	NA	NA	NA
YBR041W	NA	592.1	0.5698	NA	NA	0.4543942815939917	0.3383787098494627
YBR042C	NA	720.8	0.221	NA	NA	1.1345599436100415	0.6628911774443139
YBR043C	30.0	NA	0.4987	-0.41016940620520764	-0.33433772614370716	NA	NA
YBR044C	NA	485.8	0.7496	NA	NA	-0.19953810152684268	0.020612936387008115
YBR045C	NA	NA	0.4687	NA	NA	NA	NA
YBR046C	2.0	458.3	0.6951	-5.199337582605575	-2.34150278073377	-0.35393171713579924	-0.07133100077505825
YBR047W	NA	NA	0.47	NA	NA	NA	NA
YBR048W	19.0	NA	0.7159	-0.8957798188835894	-0.7110011064922753	NA	NA
YBR049C	12.0	451.8	NA	-1.2447784131572894	-1.0812423699420628	-0.38629709749622426	-0.0937568694329623
YBR050C	NA	NA	0.5032	NA	NA	NA	NA
YBR051W	NA	NA	0.7729	NA	NA	NA	NA
YBR052C	NA	551.4	0.3439	NA	NA	0.18547963396527664	0.22302170146974104
YBR053C	20.0	1016.8	0.4616	-0.8444850779006299	-0.6690678474044145	1.7100254108614519	1.2519737522154661
YBR054W	83.0	NA	0.5009	0.7039217888285135	0.5223989907935911	NA	NA
YBR055C	2.0	527.2	NA	-5.199337582605575	-2.34150278073377	0.028892465706821607	0.1508993756706038
YBR056C-B	NA	NA	NA	NA	NA	NA	NA
YBR056W	3.0	693.5	0.5543	-1.8312243273394466	-2.0942510821168634	1.0315087602176443	0.5984962813692328
YBR056W-A	NA	NA	NA	NA	NA	NA	NA
YBR057C	40.0	149.8	0.4004	-0.07912030015842841	-0.09404528997145382	-1.621474175152617	-1.6993140314387103
YBR058C	39.0	527.1	0.8619	-0.10936510116177109	-0.115267621388659	0.02835932434727465	0.15059547376207802
YBR058C-A	NA	421.0	NA	NA	NA	-0.5393109464547882	-0.20396124935800986
YBR059C	131.0	592.4	0.5987	1.0752065081884394	0.9108628079794818	0.4587447863020851	0.339203271072539
YBR060C	25.0	477.0	NA	-0.6135094449805312	-0.4855090168476737	-0.25238822845848236	-0.00830965335292371
YBR061C	39.0	939.3	0.6251	-0.10936510116177109	-0.115267621388659	1.6064781127058076	1.113764736356848
YBR062C	8.0	112.1	0.5899	-1.4532795741807998	-1.3972877731618984	-1.7987425486038469	-2.0813490034793043
YBR063C	NA	NA	0.4995	NA	NA	NA	NA
YBR064W	NA	NA	0.4697	NA	NA	NA	NA
YBR065C	41.0	847.2	0.3305	-0.050203829430400866	-0.07333436230079808	1.4759433656800003	0.9360886517185125
YBR066C	10.0	NA	0.6571	-1.349497642122869	-1.2248190377903945	NA	NA
YBR067C	233.0	NA	0.6484	1.4820894994179459	1.4029211303052966	NA	NA
YBR068C	18.0	51.4	0.8106	-0.9515182841460368	-0.7550857199573989	-2.1745812790453107	-3.0327240629750185
YBR069C	42.0	281.4	0.7634	-0.02509400752630838	-0.053110812697323505	-1.1299039802542776	-0.8126167329088223
YBR070C	43.0	NA	NA	0.0025091400448746387	-0.03335219959238933	NA	NA
YBR071W	3.0	NA	0.5318	-1.8312243273394466	-2.0942510821168634	NA	NA
YBR072C-A	NA	NA	NA	NA	NA	NA	NA
YBR072W	NA	NA	0.4037	NA	NA	NA	NA
YBR073W	30.0	180.3	0.5474	-0.41016940620520764	-0.33433772614370716	-1.4838040066258336	-1.4467553494653105
YBR074W	NA	NA	NA	NA	NA	NA	NA
YBR076C-A	NA	NA	NA	NA	NA	NA	NA
YBR076W	NA	NA	0.5537	NA	NA	NA	NA
YBR077C	539.0	485.5	0.6351	1.9104085997959455	2.121644180241794	-0.20175348700010629	0.019634407922323
YBR078W	NA	124.8	0.7804	NA	NA	-1.7413152558685607	-1.9417592020035888
YBR079C	NA	652.7	NA	NA	NA	0.8454009241505779	0.4980555309862803
YBR080C	37.0	723.6	NA	-0.1701847241123691	-0.15935223485378258	1.152697799955163	0.6693761756784433
YBR081C	193.0	612.1	2.489	1.3607398533258694	1.2418038683890782	0.5879638515001886	0.39257660049773535
YBR082C	12.0	761.5	2.149	-1.2447784131572894	-1.0812423699420628	1.2726765708263053	0.7550897654830359
YBR083W	NA	NA	0.5014	NA	NA	NA	NA
YBR084C-A	985.0	NA	0.5345	2.1421769909715875	2.639115070877681	NA	NA
YBR084W	73.0	529.7	0.6991	0.5731153914071755	0.41346075213267736	0.0457131849882741	0.15848080807643103
YBR085C-A	NA	147.3	NA	NA	NA	-1.6342839876541255	-1.7219244850828808
YBR085W	21.0	NA	0.5615	-0.7936015541273999	-0.6290855526867786	NA	NA
YBR086C	482.0	828.7	NA	1.8834275795466657	2.025769178686528	1.4532795741807993	0.8984002846246841
YBR087W	138.0	600.4	NA	1.1070593519207448	0.9552729561991203	0.5116223558920007	0.3610597463851951
YBR088C	NA	681.4	NA	NA	NA	0.9754713758201475	0.5692527143010092
YBR089C-A	103.0	461.1	NA	0.8827388667011026	0.7059576893411043	-0.33460621157252485	-0.06175506822395546
YBR089W	NA	NA	NA	NA	NA	NA	NA
YBR090C	NA	NA	0.4456	NA	NA	NA	NA
YBR091C	NA	256.4	NA	NA	NA	-1.2447948571520202	-0.948424018901968
YBR092C	9.0	NA	1.3559999999999999	-1.401176963756683	-1.3067344595866646	NA	NA
YBR093C	18.0	NA	0.4229	-0.9515182841460368	-0.7550857199573989	NA	NA
YBR094W	2.0	614.7	1.047	-5.199337582605575	-2.34150278073377	0.6054944335535681	0.39950967814782834
YBR095C	72.0	521.4	0.8270000000000001	0.5554621702769806	0.401767242769465	-0.002549986598546147	0.13319029363968818
YBR096W	32.0	730.8	NA	-0.32822341801540306	-0.28060389820929577	1.1816005485456564	0.6859529659567479
YBR097W	2.0	361.4	0.8357	-5.199337582605575	-2.34150278073377	-0.8046077888623171	-0.4385834404479006
YBR098W	NA	NA	NA	NA	NA	NA	NA
YBR099C	NA	NA	1.024	NA	NA	NA	NA
YBR101C	154.0	577.1	0.779	1.1895222157453642	1.0489123814901078	0.34881754651600877	0.2966837088883045
YBR102C	NA	468.5	NA	NA	NA	-0.294920019977614	-0.03668656222527124
YBR103C-A	NA	NA	NA	NA	NA	NA	NA
YBR103W	39.0	341.0	0.6883	-0.10936510116177109	-0.115267621388659	-0.8771956463823601	-0.5265982651839985
YBR104W	16.0	NA	0.6612	-1.0509244426943405	-0.8506798058769761	NA	NA
YBR105C	NA	NA	0.8094	NA	NA	NA	NA
YBR106W	101.0	389.8	1.9180000000000001	0.8716792497377875	0.6892686867985118	-0.6791284402213524	-0.32292751984473833
YBR107C	NA	NA	0.7995	NA	NA	NA	NA
YBR108W	NA	731.2	0.3544	NA	NA	1.1833668944508124	0.6868697591046483
YBR109C	NA	646.7	NA	NA	NA	0.809129732262275	0.482830488214274
YBR109W-A	NA	NA	NA	NA	NA	NA	NA
YBR110W	NA	592.3	NA	NA	NA	0.457652740054266	0.3389284573739763
YBR111C	194.0	489.0	0.5515	1.365321899964335	1.2462227452636243	-0.1803766849109751	0.031018269780257623
YBR111W-A	NA	NA	NA	NA	NA	NA	NA
