,lambda_1,int_1,beta_1,sigma_1,lambda_2,int_2,beta_2,sigma_2
MKK2,0.892268247108123,0,-0.0010727854936482,0.0811424630790422,0.107731752891877,0,0.030691230879462,0.265990109071983
RIM11,0.0974574031686473,0,0.0393159787055555,0.343743819209938,0.902542596831353,0,-0.00160319739965357,0.0951152638631868
PPT1,0.970688300581033,0,0.00117405713301301,0.0816996946810969,0.029311699418967,0,0.000463215854500149,0.555182370641594
SPO7,0.956433437584287,0,-0.000663803189802234,0.0806422269486802,0.0435665624157127,0,0.0272048926586804,0.409136373423663
BCK1,0.950947026944484,0,-0.000338430866552463,0.102554794770564,0.0490529730555157,0,0.029990737110377,0.469088783324491
CHK1,0.111091493789417,0,0.0409149707018372,0.38998217919558,0.888908506210583,0,-0.000918847347416822,0.118890890411552
KDX1,0.0902094170800166,0,0.015921689708591,0.260026122437625,0.909790582919983,0,-0.000284546044597516,0.0763941200440783
PTC4,0.0489300390146489,0,0.0449952766287388,0.416907760250339,0.951069960985351,0,-0.00222970982647654,0.0773953405089519
RIM15,0.0604471491554589,0,-0.00444212839260043,0.406727680559984,0.939552850844541,0,-0.000699612006188477,0.101249840890241
CMK2,0.957135161022461,0,-0.00238911422289123,0.079642489550955,0.042864838977539,0,0.0119684862654457,0.410785323748107
LCB5,0.940644121553734,0,-0.00230728996019302,0.101830466819176,0.0593558784462665,0,0.0128338928420109,0.35473954266382
CKA1,0.0384980362653077,0,-0.0349637062371236,0.636381181526435,0.961501963734692,0,-0.0042011903743493,0.0798974721744863
PSR1,0.0732763275860429,0,0.0243145488602674,0.408539959263109,0.926723672413957,0,0.00122136720423083,0.0922392683062735
PPG1,0.0837807897569409,0,0.011086564503559,0.324921212739373,0.916219210243059,0,0.0011922248362192,0.0640740150612408
USA1,0.942642799008741,0,0.0012236858397989,0.0871299057474794,0.0573572009912591,0,-0.0329772852983074,0.277474898652801
