ID,Transcription responsiveness
YPR133WA,370.3605459774
YPR133W-A,
YPR134W,684.192155202
YPR135W,957.4068979352
YPR136C,1199.1767857252
YPR137C-B,
YPR137W,1472.8662065339
YPR138C,1298.4782023932
YPR139C,726.4330859435
YPR140W,1578.3686824966
YPR141C,2730.6005065632
YPR142C,
YPR143W,1779.3285651641
YPR144C,1868.3659541408
YPR145C-A,
YPR145W,2445.1743243593
YPR146C,
YPR147C,690.4010099138
YPR148C,1083.0182002952
YPR149W,3443.1106154307
YPR150W,1579.1145607003
YPR151C,2437.3033616604
YPR152C,842.4479274904
YPR153W,875.3148765112
YPR154W,1786.3900642881
YPR155C,994.5543574513
YPR156C,
YPR157W,3188.8938689278
YPR158C-C,
YPR158C-D,
YPR158W,2061.301001641
YPR158W-A,
YPR158W-B,
YPR159C-A,
YPR159W,3316.5422722266
YPR160C-A,
YPR160W,8065.968118466
YPR160W-A,
YPR161C,603.5743470607
YPR162C,547.6841386717
YPR163C,1656.8665234368
YPR164W,1046.2806688433
YPR165W,1123.886166559
YPR166C,901.8982066474
YPR167C,4032.2958913536
YPR168W,946.8942784614
YPR169W,943.4844493766
YPR169W-A,
YPR170C,
YPR170W-A,
YPR170W-B,
YPR171W,609.2233678161
YPR172W,1090.1297626517
YPR173C,619.2489858821
YPR174C,1289.1906747376
YPR175W,1057.8743986482
YPR176C,607.5039854411
YPR177C,616.645969546
YPR178W,595.1712121392
YPR179C,638.2739579267
YPR180W,605.1789786138
YPR181C,1092.6410707393
YPR182W,871.332463303
YPR183W,1814.7220842597
YPR184W,2932.9408954403
YPR185W,794.5108360047
YPR186C,627.9340004185
YPR187W,1545.6851368159
YPR188C,639.4044059833
YPR189W,739.4385794572
YPR190C,1340.2024760543
YPR191W,2720.1387787903
YPR192W,2102.5236180644
YPR193C,1600.8093773088
YPR194C,2174.6539357862
YPR195C,1290.397071599
YPR196W,833.810835638
YPR197C,
YPR198W,951.4477061899
YPR199C,715.0529910476
YPR200C,1078.707079608
YPR201W,1031.9059475318
YPR202W,
YPR203W,
YPR204C-A,
YPR204W,
